Timestamp,Temperature,Pressure,Humidity,AccX,AccY,AccZ,GyroX,GyroY,GyroZ

1525532969.24,45.0560555133,101862.935173,0.0,5.48511600342,7.7332713623,-7.9200190918,-2.11450381679,-1.60305343511,0.961832061069
1525532970.34,45.0503648163,101865.593101,0.0,5.52581743164,7.7093293457,-7.83622203369,-1.90839694656,-1.58778625954,0.908396946565
1525532971.45,45.0503648163,101864.547202,0.0,5.53778843994,7.79791480713,-8.04930598145,-1.99236641221,-1.46564885496,0.946564885496
1525532972.56,45.0826120021,101864.919733,0.0,5.34625230713,7.6973583374,-7.95832631836,-1.96183206107,-1.67938931298,0.809160305344
